stop_id,lat,lon
Sutherland.Kirrawee 2 Loc,-34.03495788574219,151.07125854492188
Sutherland.SM1152/SD7 Loc,-34.02163314819336,151.06422424316406
Sutherland.CA16 Loc,-34.056129455566406,151.15126037597656
Sutherland.CA8/11 Loc,-34.05345916748047,151.15065002441406
Sutherland.Cronulla 2 Loc,-34.05601119995117,151.15145874023438
Sutherland.Engadine 1 Loc,-34.067691802978516,151.01492309570312
Sutherland.SM1158/SD11 Loc,-34.026405334472656,151.06109619140625
Sutherland.SC27.3 Loc,-34.03483581542969,151.07766723632812
Sutherland.SD17/14 Loc,-34.02922058105469,151.05905151367188
Sutherland.SW17.4 Loc,-34.055931091308594,151.03973388671875
Sutherland.SC27.5 Loc,-34.03477096557617,151.0810089111328
Sutherland.Sutherland 2 Loc,-34.03176498413086,151.05715942382812
Sutherland.Gymea 2 Loc,-34.034812927246094,151.08534240722656
Sutherland.SD76 Loc,-34.04884338378906,151.0513153076172
Sutherland.SD49 Loc,-34.0345458984375,151.05517578125
Sutherland.SC28.5 Loc,-34.035125732421875,151.09243774414062
Sutherland.SD57/52 Loc,-34.036468505859375,151.0537872314453
Sutherland.Loftus 1 Loc,-34.04538345336914,151.05133056640625
Sutherland.SD63 Loc,-34.039268493652344,151.05186462402344
Sutherland.SC28.9 Loc,-34.035499572753906,151.0957794189453
Sutherland.Miranda 2 Loc,-34.03628158569336,151.1021270751953
Sutherland.SD71 Loc,-34.043128967285156,151.05101013183594
Sutherland.Loftus 2 Loc,-34.04538345336914,151.05133056640625
Sutherland.SD66 Loc,-34.04075241088867,151.0512237548828
Sutherland.SUTJan2 Entry Loc,-34.0163688659668,151.064697265625
Sutherland.SD54 Loc,-34.034950256347656,151.05484008789062
Sutherland.SC29.9 Loc,-34.03708267211914,151.10777282714844
Sutherland.SW17.5 Loc,-34.05596923828125,151.03973388671875
Sutherland.Sutherland 1 Loc,-34.03176498413086,151.05715942382812
Sutherland.SC30.5 Loc,-34.0385627746582,151.11338806152344
Sutherland.SC31.1 Loc,-34.04055404663086,151.1179656982422
Sutherland.Sutherland 3 Loc,-34.03176498413086,151.05715942382812
Sutherland.Caringbah 2 Loc,-34.041622161865234,151.1221160888672
Sutherland.SW18.3 Loc,-34.06159210205078,151.02537536621094
Sutherland.SD16/19 Loc,-34.02751159667969,151.06024169921875
Sutherland.Engadine 2 Loc,-34.06768035888672,151.01492309570312
Sutherland.SC32.1 Loc,-34.04298782348633,151.12857055664062
Sutherland.SM1160/SD13 Loc,-34.02360534667969,151.06307983398438
Sutherland.SC32.5 Loc,-34.04473876953125,151.13363647460938
Sutherland.SM1154/SD9 Loc,-34.01933670043945,151.0647735595703
Sutherland.SC33.1 Loc,-34.04631805419922,151.1380615234375
Sutherland.Woolooware 2 Loc,-34.04758834838867,151.1439971923828
Sutherland.SW20.1 Loc,-34.08110427856445,151.0116729736328
Sutherland.CA5 Loc,-34.051300048828125,151.1478729248047
Sutherland.Heathcote 2 Loc,-34.08821487426758,151.00804138183594
Sutherland.CA4/7 Loc,-34.049922943115234,151.14651489257812
Sutherland.CA9 Loc,-34.05326461791992,151.1505584716797
Sutherland.Woolooware 1 Loc,-34.04758834838867,151.1439971923828
Sutherland.Cronulla 1 Loc,-34.0560188293457,151.15147399902344
Sutherland.SC33.2 Loc,-34.046756744384766,151.13931274414062
Sutherland.SC32.6 Loc,-34.04510498046875,151.13449096679688
Sutherland.SC32.2 Loc,-34.043216705322266,151.1291046142578
Sutherland.SC25.1/SD40 Loc,-34.03409194946289,151.05563354492188
Sutherland.Caringbah 1 Loc,-34.041622161865234,151.1221160888672
Sutherland.SC25.5 Loc,-34.036293029785156,151.06021118164062
Sutherland.SC25.9 Loc,-34.03583526611328,151.06350708007812
Sutherland.SC26.3 Loc,-34.03575897216797,151.0670623779297
Sutherland.SC31.0 Loc,-34.040191650390625,151.11734008789062
Sutherland.SC30.6 Loc,-34.038604736328125,151.11337280273438
Sutherland.SC30.0 Loc,-34.037017822265625,151.10723876953125
Sutherland.Miranda 1 Loc,-34.03628158569336,151.1021270751953
Sutherland.SC28.8 Loc,-34.03551483154297,151.0956268310547
Sutherland.SC28.4 Loc,-34.035099029541016,151.09036254882812
Sutherland.Gymea 1 Loc,-34.034812927246094,151.08534240722656
Sutherland.SW21.6 Loc,-34.10045623779297,150.995849609375
Sutherland.SC27.4 Loc,-34.034812927246094,151.08050537109375
Sutherland.SC27.0 Loc,-34.03491973876953,151.07582092285156
Sutherland.SW20.8 Loc,-34.08997344970703,151.00608825683594
Sutherland.Kirrawee 1 Loc,-34.03495788574219,151.07125854492188
Sutherland.Heathcote 1 Loc,-34.08821487426758,151.00804138183594
Sutherland.SW19.2 Loc,-34.06902313232422,151.01382446289062
Sutherland.SC26.2 Loc,-34.035850524902344,151.06642150878906
Sutherland.SC25.8 Loc,-34.035911560058594,151.06312561035156
Sutherland.SD44 Loc,-34.03403091430664,151.05560302734375
Sutherland.SD42 Loc,-34.03403091430664,151.05560302734375
Sutherland.CA14 Loc,-34.05620193481445,151.15133666992188
Sutherland.SD61/60 Loc,-34.03928756713867,151.0519256591797
Sutherland.SD69/64 Loc,-34.04339599609375,151.05108642578125
Sutherland.CA18 Loc,-34.056129455566406,151.15126037597656
Sutherland.SD48 Loc,-34.03409194946289,151.05540466308594
Sutherland.SUTJan1 Entry Loc,-34.01526641845703,151.06451416015625
Sutherland.Perway Siding Exit Loc,-34.03704071044922,151.05331420898438
Sutherland.Perway Siding Entry Loc,-34.03704071044922,151.05331420898438
Sutherland.Run-Off Loc,-34.02995300292969,151.05848693847656
Sutherland.SD50 Exit Loc,-34.03519821166992,151.05474853515625
Sutherland.SW22.6/WL5 Loc,-34.1129264831543,150.99366760253906
Sutherland.WL1 Loc,-34.10327911376953,150.9947052001953
Sutherland.SW18.4 Loc,-34.06110382080078,151.02532958984375
Sutherland.WL26 Loc,-34.12448501586914,150.9932098388672
Sutherland.WLUS2CT Loc,-34.13002395629883,150.9938507080078
Sutherland.WLUS2DT Loc,-34.1273078918457,150.99343872070312
Sutherland.WLUS2FT Loc,-34.12764358520508,150.9935760498047
Sutherland.WLUS1CT Loc,-34.130008697509766,150.99391174316406
Sutherland.WLUS1DT Loc,-34.1273193359375,150.99349975585938
Sutherland.WL47 Loc,-34.13209915161133,150.99436950683594
Sutherland.SW20.0 Loc,-34.08110427856445,151.01161193847656
Sutherland.WL49 Loc,-34.13214874267578,150.9940948486328
Sutherland.WL3 Loc,-34.116249084472656,150.99346923828125
Sutherland.WL69 Loc,-34.13351821899414,150.9945526123047
Sutherland.WG774/773U Loc,-34.161460876464844,150.9903564453125
Sutherland.WL88/93 Loc,-34.137489318847656,150.99481201171875
Sutherland.WL45 Loc,-34.13193893432617,150.99449157714844
Sutherland.WG771D Loc,-34.16151428222656,150.99032592773438
Sutherland.WG765D Exit Loc,-34.16240310668945,151.00057983398438
Sutherland.WL91/86 Loc,-34.13749313354492,150.99485778808594
Sutherland.WG775D Loc,-34.15040969848633,150.9949188232422
Sutherland.WL34/39 Loc,-34.13001251220703,150.99398803710938
Sutherland.WG770U Entry Loc,-34.16222381591797,151.0003204345703
Sutherland.WL96 Loc,-34.14765167236328,150.9952850341797
Sutherland.WL37 Loc,-34.130008697509766,150.99403381347656
Sutherland.WL35 Loc,-34.12860870361328,150.99391174316406
Sutherland.WL8 Loc,-34.12007522583008,150.9931182861328
Sutherland.WLUS1FT Loc,-34.12762451171875,150.99363708496094
Sutherland.WL24 Loc,-34.12447738647461,150.99322509765625
Sutherland.WG774CDT Loc,-34.15040969848633,150.994873046875
Sutherland.WG767U Exit Loc,-34.16222381591797,151.0003204345703
Sutherland.Waterfall 1 Loc,-34.13454055786133,150.99441528320312
Sutherland.Waterfall 2 Loc,-34.134525299072266,150.99456787109375
Sutherland.WL28/51 Loc,-34.124481201171875,150.9930877685547
Sutherland.WL17 Loc,-34.12195587158203,150.99319458007812
Sutherland.WL76 Loc,-34.13486099243164,150.9944305419922
Sutherland.WL70/73 Loc,-34.134151458740234,150.9943389892578
Sutherland.WL22 Loc,-34.12361145019531,150.9931640625
Sutherland.WL6/19 Loc,-34.118953704833984,150.9932403564453
Sutherland.WL52 Loc,-34.13270568847656,150.99415588378906
Sutherland.WL20 Loc,-34.12359619140625,150.99322509765625
Sutherland.WG768D Entry Loc,-34.16240310668945,151.00057983398438
Sutherland.WL54 Exit Loc,-34.132991790771484,150.99404907226562
Sutherland.WL71 Loc,-34.134010314941406,150.99427795410156
Sutherland.WL84 Loc,-34.13746643066406,150.99490356445312
Sutherland.WL83/74 Loc,-34.134986877441406,150.99468994140625
Sutherland.WLDownSidESA Exit Loc,-34.13398361206055,150.99464416503906
